provincia_id,municipio,id
3,Benilloba,173
3,Benillup,174
3,Benimantell,175
3,Benimarfull,176
3,Benimassot,177
3,Benimeli,178
3,Benissa,179
3,"Benitachell/Poble Nou de Benitatxell, el",180
3,Biar,181
3,Bigastro,182
3,Bolulla,183
3,Busot,184
3,Callosa de Segura,185
3,Callosa d'En Sarrià,186
3,Calp,187
3,"Campello, el",188
3,Campo de Mirra,189
3,Cañada,190
3,Castalla,191
3,Castell de Castells,192
3,"Castell de Guadalest, el",193
3,Catral,194
3,Cocentaina,195
3,Confrides,196
3,Cox,197
3,Crevillent,198
3,Daya Nueva,199
3,Daya Vieja,200
3,Dénia,201
3,Dolores,202
3,Elche/Elx,203
3,Elda,204
3,Facheca,205
3,Famorca,206
3,Finestrat,207
3,"Fondó de les Neus, el/Hondón de las Nieves",208
3,Formentera del Segura,209
3,Gaianes,210
3,Gata de Gorgos,211
3,Gorga,212
3,Granja de Rocamora,213
3,Guardamar del Segura,214
3,Hondón de los Frailes,215
3,Ibi,216
3,Jacarilla,217
3,Jávea/Xàbia,218
3,Jijona/Xixona,219
3,Llíber,220
3,"Lorcha/Orxa, l'",221
3,Millena,222
3,Monforte del Cid,223
3,Monóvar/Monòver,224
3,"Montesinos, Los",225
3,Murla,226
3,Muro de Alcoy,227
3,Mutxamel,228
3,Novelda,229
3,"Nucia, la",230
3,Ondara,231
3,Onil,232
3,Orba,233
3,Orihuela,234
3,Orxeta,235
3,Parcent,236
3,Pedreguer,237
3,Pego,238
3,Penàguila,239
3,Petrer,240
3,Pilar de la Horadada,241
3,"Pinós, el/Pinoso",242
3,Planes,243
3,"Poblets, els",244
3,Polop,245
3,Quatretondeta,246
3,Rafal,247
3,"Ràfol d'Almúnia, El",248
3,Redován,249
3,Relleu,250
3,Rojales,251
3,"Romana, la",252
3,Sagra,253
3,Salinas,254
3,San Fulgencio,255
3,San Isidro,256
3,San Miguel de Salinas,257
3,San Vicente del Raspeig/Sant Vicent del Raspeig,258
3,Sanet y Negrals,259
3,Sant Joan d'Alacant,260
3,Santa Pola,261
3,Sax,262
3,Sella,263
3,Senija,264
3,Tàrbena,265
3,Teulada,266
3,Tibi,267
3,Tollos,268
3,Tormos,269
3,"Torremanzanas/Torre de les Maçanes, la",270
3,Torrevieja,271
3,"Vall d'Alcalà, la",272
3,Vall de Gallinera,273
3,"Vall de Laguar, la",274
3,"Vall d'Ebo, la",275
3,"Verger, el",276
3,"Villajoyosa/Vila Joiosa, la",277
3,Villena,278
3,Xaló,279
4,Abla,280
4,Abrucena,281
4,Adra,282
4,Albánchez,283
4,Alboloduy,284
4,Albox,285
4,Alcolea,286
4,Alcóntar,287
4,Alcudia de Monteagud,288
4,Alhabia,289
4,Alhama de Almería,290
4,Alicún,291
4,Almería,292
4,Almócita,293
4,Alsodux,294
4,Antas,295
4,Arboleas,296
4,Armuña de Almanzora,297
4,Bacares,298
4,Bayárcal,299
4,Bayarque,300
4,Bédar,301
4,Beires,302
4,Benahadux,303
4,Benitagla,304
4,Benizalón,305
4,Bentarique,306
4,Berja,307
4,Canjáyar,308
4,Cantoria,309
4,Carboneras,310
4,Castro de Filabres,311
4,Chercos,312
4,Chirivel,313
4,Cóbdar,314
4,Cuevas del Almanzora,315
4,Dalías,316
4,"Ejido, El",317
4,Enix,318
4,Felix,319
4,Fines,320
4,Fiñana,321
4,Fondón,322
4,Gádor,323
4,"Gallardos, Los",324
4,Garrucha,325
4,Gérgal,326
4,Huécija,327
4,Huércal de Almería,328
4,Huércal-Overa,329
4,Illar,330
4,Instinción,331
4,Laroya,332
4,Láujar de Andarax,333
4,Líjar,334
4,Lubrín,335
4,Lucainena de las Torres,336
4,Lúcar,337
4,Macael,338
4,María,339
4,Mojácar,340
4,"Mojonera, La",341
4,Nacimiento,342
4,Níjar,343
4,Ohanes,344
4,Olula de Castro,345
4,Olula del Río,346
4,Oria,347
4,Padules,348
4,Partaloa,349
4,Paterna del Río,350
4,Pechina,351
4,Pulpí,352
4,Purchena,353
4,Rágol,354
4,Rioja,355
4,Roquetas de Mar,356
4,Santa Cruz de Marchena,357
4,Santa Fe de Mondújar,358
4,Senés,359
4,Serón,360
4,Sierro,361
4,Somontín,362
4,Sorbas,363
4,Suflí,364
4,Tabernas,365
4,Taberno,366
4,Tahal,367
4,Terque,368
4,Tíjola,369
4,"Tres Villas, Las",370
4,Turre,371
4,Turrillas,372
4,Uleila del Campo,373
4,Urrácal,374
4,Velefique,375
4,Vélez-Blanco,376
4,Vélez-Rubio,377
4,Vera,378
4,Viator,379
4,Vícar,380
4,Zurgena,381
5,Adanero,382
5,"Adrada, La",383
5,Albornos,384
5,Aldeanueva de Santa Cruz,385
5,Aldeaseca,386
5,"Aldehuela, La",387
5,Amavida,388
5,"Arenal, El",389
5,Arenas de San Pedro,390
5,Arevalillo,391
5,Arévalo,392
5,Aveinte,393
5,Avellaneda,394
5,Ávila,395
5,"Barco de Ávila, El",396
5,"Barraco, El",397
5,Barromán,398
5,Becedas,399
5,Becedillas,400
5,Bercial de Zapardiel,401
5,"Berlanas, Las",402
5,Bernuy-Zapardiel,403
5,Berrocalejo de Aragona,404
5,Blascomillán,405
5,Blasconuño de Matacabras,406
5,Blascosancho,407
5,"Bohodón, El",408
5,Bohoyo,409
5,Bonilla de la Sierra,410
5,Brabos,411
5,Bularros,412
5,Burgohondo,413
5,Cabezas de Alambre,414
5,Cabezas del Pozo,415
5,Cabezas del Villar,416
5,Cabizuela,417
5,Canales,418
5,Candeleda,419
5,Cantiveros,420
5,Cardeñosa,421
5,"Carrera, La",422
5,Casas del Puerto,423
5,Casasola,424
5,Casavieja,425
5,Casillas,426
5,Castellanos de Zapardiel,427
5,Cebreros,428
5,Cepeda la Mora,429
5,Chamartín,430
5,Cillán,431
5,Cisla,432
5,"Colilla, La",433
5,Collado de Contreras,434
5,Collado del Mirón,435
5,Constanzana,436
5,Crespos,437
5,Cuevas del Valle,438
5,Diego del Carpio,439
5,Donjimeno,440
5,Donvidas,441
5,Espinosa de los Caballeros,442
5,Flores de Ávila,443
5,Fontiveros,444
5,Fresnedilla,445
5,"Fresno, El",446
5,Fuente el Saúz,447
5,Fuentes de Año,448
5,Gallegos de Altamiros,449
5,Gallegos de Sobrinos,450
5,Garganta del Villar,451
5,Gavilanes,452
5,Gemuño,453
5,Gil García,454
5,Gilbuena,455
5,Gimialcón,456
5,Gotarrendura,457
5,Grandes y San Martín,458
5,Guisando,459
5,Gutierre-Muñoz,460
5,Hernansancho,461
5,Herradón de Pinares,462
5,Herreros de Suso,463
5,Higuera de las Dueñas,464
5,"Hija de Dios, La",465
5,"Horcajada, La",466
5,Horcajo de las Torres,467
5,"Hornillo, El",468
5,"Hoyo de Pinares, El",469
5,Hoyocasero,470
5,Hoyorredondo,471
5,Hoyos de Miguel Muñoz,472
5,Hoyos del Collado,473
5,Hoyos del Espino,474
5,Hurtumpascual,475
5,Junciana,476
5,Langa,477
5,Lanzahíta,478
5,"Llanos de Tormes, Los",479
5,"Losar del Barco, El",480
5,Madrigal de las Altas Torres,481
5,Maello,482
5,Malpartida de Corneja,483
5,Mamblas,484
5,Mancera de Arriba,485
5,Manjabálago,486
5,Marlín,487
5,Martiherrero,488
5,Martínez,489
5,Mediana de Voltoya,490
5,Medinilla,491
5,Mengamuñoz,492
5,Mesegar de Corneja,493
5,Mijares,494
5,Mingorría,495
5,"Mirón, El",496
5,Mironcillo,497
5,Mirueña de los Infanzones,498
5,Mombeltrán,499
5,Monsalupe,500
5,Moraleja de Matacabras,501
5,Muñana,502
5,Muñico,503
5,Muñogalindo,504
5,Muñogrande,505
5,Muñomer del Peco,506
5,Muñopepe,507
5,Muñosancho,508
5,Muñotello,509
5,Narrillos del Álamo,510
5,Narrillos del Rebollar,511
5,Narros de Saldueña,512
5,Narros del Castillo,513
5,Narros del Puerto,514
5,Nava de Arévalo,515
5,Nava del Barco,516
5,Navacepedilla de Corneja,517
5,Navadijos,518
5,Navaescurial,519
5,Navahondilla,520
5,Navalacruz,521
5,Navalmoral,522
5,Navalonguilla,523
5,Navalosa,524
5,Navalperal de Pinares,525
5,Navalperal de Tormes,526
5,Navaluenga,527
5,Navaquesera,528
5,Navarredonda de Gredos,529
5,Navarredondilla,530
5,Navarrevisca,531
5,"Navas del Marqués, Las",532
5,Navatalgordo,533
5,Navatejares,534
5,Neila de San Miguel,535
5,Niharra,536
5,Ojos-Albos,537
5,Orbita,538
5,"Oso, El",539
5,Padiernos,540
5,Pajares de Adaja,541
5,Palacios de Goda,542
5,Papatrigo,543
5,"Parral, El",544
5,Pascualcobo,545
5,Pedro Bernardo,546
5,Pedro-Rodríguez,547
5,Peguerinos,548
5,Peñalba de Ávila,549
5,Piedrahíta,550
5,Piedralaves,551
5,Poveda,552
5,Poyales del Hoyo,553
5,Pozanco,554
5,Pradosegar,555
5,Puerto Castilla,556
5,Rasueros,557
5,Riocabado,558
5,Riofrío,559
5,Rivilla de Barajas,560
5,Salobral,561
5,Salvadiós,562
5,San Bartolomé de Béjar,563
5,San Bartolomé de Corneja,564
5,San Bartolomé de Pinares,565
5,San Esteban de los Patos,566
5,San Esteban de Zapardiel,567
5,San Esteban del Valle,568
5,San García de Ingelmos,569
5,San Juan de Gredos,570
5,San Juan de la Encinilla,571
5,San Juan de la Nava,572
5,San Juan del Molinillo,573
5,San Juan del Olmo,574
5,San Lorenzo de Tormes,575
5,San Martín de la Vega del Alberche,576
5,San Martín del Pimpollar,577
5,San Miguel de Corneja,578
5,San Miguel de Serrezuela,579
5,San Pascual,580
5,San Pedro del Arroyo,581
5,San Vicente de Arévalo,582
5,Sanchidrián,583
5,Sanchorreja,584
5,Santa Cruz de Pinares,585
5,Santa Cruz del Valle,586
5,Santa María de los Caballeros,587
5,Santa María del Arroyo,588
5,Santa María del Berrocal,589
5,Santa María del Cubillo,590
5,Santa María del Tiétar,591
5,Santiago del Collado,592
5,Santiago del Tormes,593
5,Santo Domingo de las Posadas,594
5,Santo Tomé de Zabarcos,595
5,"Serrada, La",596
5,Serranillos,597
5,Sigeres,598
5,Sinlabajos,599
5,Solana de Ávila,600
5,Solana de Rioalmar,601
5,Solosancho,602
5,Sotalbo,603
5,Sotillo de la Adrada,604
5,"Tiemblo, El",605
5,Tiñosillos,606
5,Tolbaños,607
5,Tormellas,608
5,Tornadizos de Ávila,609
5,"Torre, La",610
5,Tórtoles,611
5,Umbrías,612
5,Vadillo de la Sierra,613
5,Valdecasa,614
5,Vega de Santa María,615
5,Velayos,616
5,Villaflor,617
5,Villafranca de la Sierra,618
5,Villanueva de Ávila,619
5,Villanueva de Gómez,620
5,Villanueva del Aceral,621
5,Villanueva del Campillo,622
5,Villar de Corneja,623
5,Villarejo del Valle,624
5,Villatoro,625
5,Viñegra de Moraña,626
5,Vita,627
5,Zapardiel de la Cañada,628
5,Zapardiel de la Ribera,629
6,Acedera,630
6,Aceuchal,631
6,Ahillones,632
6,Alange,633
6,"Albuera, La",634
6,Alburquerque,635
6,Alconchel,636
6,Alconera,637
6,Aljucén,638
6,Almendral,639
6,Almendralejo,640
6,Arroyo de San Serván,641
6,Atalaya,642
6,Azuaga,643
6,Badajoz,644
6,Barcarrota,645
6,Baterno,646
6,Benquerencia de la Serena,647
6,Berlanga,648
6,Bienvenida,649
6,Bodonal de la Sierra,650
6,Burguillos del Cerro,651
6,Cabeza del Buey,652
6,Cabeza la Vaca,653
6,Calamonte,654
6,Calera de León,655
6,Calzadilla de los Barros,656
6,Campanario,657
6,Campillo de Llerena,658
6,Capilla,659
6,Carmonita,660
6,"Carrascalejo, El",661
6,Casas de Don Pedro,662
6,Casas de Reina,663
6,Castilblanco,664
6,Castuera,665
6,Cheles,666
6,"Codosera, La",667
6,Cordobilla de Lácara,668
6,"Coronada, La",669
6,Corte de Peleas,670
6,Cristina,671
6,Don Álvaro,672
6,Don Benito,673
6,Entrín Bajo,674
6,Esparragalejo,675
6,Esparragosa de la Serena,676
6,Esparragosa de Lares,677
6,Feria,678
6,Fregenal de la Sierra,679
6,Fuenlabrada de los Montes,680
6,Fuente de Cantos,681
6,Fuente del Arco,682
6,Fuente del Maestre,683
6,Fuentes de León,684
6,Garbayuela,685
6,Garlitos,686
6,"Garrovilla, La",687
6,Granja de Torrehermosa,688
6,Guareña,689
6,"Haba, La",690
6,Helechosa de los Montes,691
6,Herrera del Duque,692
6,Higuera de la Serena,693
6,Higuera de Llerena,694
6,Higuera de Vargas,695
6,Higuera la Real,696
6,Hinojosa del Valle,697
6,Hornachos,698
6,Jerez de los Caballeros,699
6,"Lapa, La",700
6,Llera,701
6,Llerena,702
6,Lobón,703
6,Magacela,704
6,Maguilla,705
6,Malcocinado,706
6,Malpartida de la Serena,707
6,Manchita,708
6,Medellín,709
6,Medina de las Torres,710
6,Mengabril,711
6,Mérida,712
6,Mirandilla,713
6,Monesterio,714
6,Montemolín,715
6,Monterrubio de la Serena,716
6,Montijo,717
6,"Morera, La",718
6,"Nava de Santiago, La",719
6,Navalvillar de Pela,720
6,Nogales,721
6,Oliva de la Frontera,722
6,Oliva de Mérida,723
6,Olivenza,724
6,Orellana de la Sierra,725
6,Orellana la Vieja,726
6,Palomas,727
6,"Parra, La",728
6,Peñalsordo,729
6,Peraleda del Zaucejo,730
6,Puebla de Alcocer,731
6,Puebla de la Calzada,732
6,Puebla de la Reina,733
6,Puebla de Obando,734
6,Puebla de Sancho Pérez,735
6,Puebla del Maestre,736
6,Puebla del Prior,737
6,Pueblonuevo del Guadiana,738
6,Quintana de la Serena,739
6,Reina,740
6,Rena,741
6,Retamal de Llerena,742
6,Ribera del Fresno,743
6,Risco,744
6,"Roca de la Sierra, La",745
6,Salvaleón,746
6,Salvatierra de los Barros,747
6,San Pedro de Mérida,748
6,San Vicente de Alcántara,749
6,Sancti-Spíritus,750
6,Santa Amalia,751
6,Santa Marta,752
6,"Santos de Maimona, Los",753
6,Segura de León,754
6,Siruela,755
6,Solana de los Barros,756
6,Talarrubias,757
6,Talavera la Real,758
6,Táliga,759
6,Tamurejo,760
6,Torre de Miguel Sesmero,761
6,Torremayor,762
6,Torremejía,763
6,Trasierra,764
6,Trujillanos,765
6,Usagre,766
6,Valdecaballeros,767
6,Valdelacalzada,768
6,Valdetorres,769
6,Valencia de las Torres,770
6,Valencia del Mombuey,771
6,Valencia del Ventoso,772
6,Valle de la Serena,773
6,Valle de Matamoros,774
6,Valle de Santa Ana,775
6,Valverde de Burguillos,776
6,Valverde de Leganés,777
6,Valverde de Llerena,778
6,Valverde de Mérida,779
6,Villafranca de los Barros,780
6,Villagarcía de la Torre,781
6,Villagonzalo,782
6,Villalba de los Barros,783
6,Villanueva de la Serena,784
6,Villanueva del Fresno,785
6,Villar de Rena,786
6,Villar del Rey,787
6,Villarta de los Montes,788
6,Zafra,789
6,Zahínos,790
6,Zalamea de la Serena,791
6,"Zarza, La",792
6,Zarza-Capilla,793
7,Alaior,794
7,Alaró,795
7,Alcúdia,796
7,Algaida,797
7,Andratx,798
7,Ariany,799
7,Artà,800
7,Banyalbufar,801
7,Binissalem,802
7,Búger,803
7,Bunyola,804
7,Calvià,805
7,Campanet,806
7,Campos,807
7,Capdepera,808
7,"Castell, Es",809
7,Ciutadella de Menorca,810
7,Consell,811
7,Costitx,812
7,Deyá,813
7,Eivissa,814
7,Escorca,815
7,Esporles,816
7,Estellencs,817
7,Felanitx,818
7,Ferreries,819
7,Formentera,820
7,Fornalutx,821
7,Inca,822
7,Lloret de Vistalegre,823
7,Lloseta,824
7,Llubí,825
7,Llucmajor,826
7,Manacor,827
7,Mancor de la Vall,828
7,Maó,829
7,Maria de la Salut,830
7,Marratxí,831
7,"Mercadal, Es",832
7,"Migjorn Gran, Es",833
7,Montuïri,834
7,Muro,835
7,Palma,836
7,Petra,837
7,"Pobla, Sa",838
7,Pollença,839
7,Porreres,840
7,Puigpunyent,841
7,"Salines, Ses",842
7,Sant Antoni de Portmany,843
7,Sant Joan,844
7,Sant Joan de Labritja,845
7,Sant Josep de sa Talaia,846
7,Sant Llorenç des Cardassar,847
7,Sant Lluís,848
7,Santa Eugènia,849
7,Santa Eulalia del Río,850
7,Santa Margalida,851
7,Santa María del Camí,852
7,Santanyí,853
7,Selva,854
7,Sencelles,855
7,Sineu,856
7,Sóller,857
7,Son Servera,858
7,Valldemossa,859
7,Vilafranca de Bonany,860
8,Abrera,861
8,Aguilar de Segarra,862
8,Aiguafreda,863
8,Alella,864
8,Alpens,865
8,"Ametlla del Vallès, L'",866
8,Arenys de Mar,867
8,Arenys de Munt,868
8,Argençola,869
8,Argentona,870
8,Artés,871
8,Avià,872
8,Avinyó,873
8,Avinyonet del Penedès,874
8,Badalona,875
8,Badia del Vallès,876
8,Bagà,877
8,Balenyà,878
8,Balsareny,879
8,Barberà del Vallès,880
8,Barcelona,881
8,Begues,882
8,Bellprat,883
8,Berga,884
8,Bigues i Riells,885
8,Borredà,886
8,"Bruc, El",887
8,"Brull, El",888
8,"Cabanyes, Les",889
8,Cabrera d'Anoia,890
8,Cabrera de Mar,891
8,Cabrils,892
8,Calaf,893
8,Calders,894
8,Caldes de Montbui,895
8,Caldes d'Estrac,896
8,Calella,897
8,Calldetenes,898
8,Callús,899
8,Calonge de Segarra,900
8,Campins,901
8,Canet de Mar,902
8,Canovelles,903
8,Cànoves i Samalús,904
8,Canyelles,905
8,Capellades,906
8,Capolat,907
8,Cardedeu,908
8,Cardona,909
8,Carme,910
8,Casserres,911
8,Castell de l'Areny,912
8,Castellar de n'Hug,913
8,Castellar del Riu,914
8,Castellar del Vallès,915
8,Castellbell i el Vilar,916
8,Castellbisbal,917
8,Castellcir,918
8,Castelldefels,919
8,Castellet i la Gornal,920
8,Castellfollit de Riubregós,921
8,Castellfollit del Boix,922
8,Castellgalí,923
8,Castellnou de Bages,924
8,Castellolí,925
8,Castellterçol,926
8,Castellví de la Marca,927
8,Castellví de Rosanes,928
8,Centelles,929
8,Cercs,930
8,Cerdanyola del Vallès,931
8,Cervelló,932
8,Collbató,933
8,Collsuspina,934
8,Copons,935
8,Corbera de Llobregat,936
8,Cornellà de Llobregat,937
8,Cubelles,938
8,Dosrius,939
8,Esparreguera,940
8,Esplugues de Llobregat,941
8,"Espunyola, L'",942
8,"Estany, L'",943
8,Figaró-Montmany,944
8,Fígols,945
8,Fogars de la Selva,946
8,Fogars de Montclús,947
8,Folgueroles,948
8,Fonollosa,949
8,Font-rubí,950
8,"Franqueses del Vallès, Les",951
8,Gaià,952
8,Gallifa,953
8,"Garriga, La",954
8,Gavà,955
8,Gelida,956
8,Gironella,957
8,Gisclareny,958
8,"Granada, La",959
8,Granera,960
8,Granollers,961
8,Gualba,962
8,Guardiola de Berguedà,963
8,Gurb,964
8,"Hospitalet de Llobregat, L'",965
8,"Hostalets de Pierola, Els",966
8,Igualada,967
8,Jorba,968
8,"Llacuna, La",969
8,"Llagosta, La",970
8,Lliçà d'Amunt,971
8,Lliçà de Vall,972
8,Llinars del Vallès,973
8,Lluçà,974
8,Malgrat de Mar,975
8,Malla,976
8,Manlleu,977
8,Manresa,978
8,Marganell,979
8,Martorell,980
8,Martorelles,981
8,"Masies de Roda, Les",982
8,"Masies de Voltregà, Les",983
8,"Masnou, El",984
8,Masquefa,985
8,Matadepera,986
8,Mataró,987
8,Mediona,988
8,Moià,989
8,Molins de Rei,990
8,Mollet del Vallès,991
8,Monistrol de Calders,992
8,Monistrol de Montserrat,993
8,Montcada i Reixac,994
8,Montclar,995
8,Montesquiu,996
8,Montgat,997
8,Montmajor,998
8,Montmaneu,999
8,Montmeló,1000
8,Montornès del Vallès,1001
8,Montseny,1002
8,Muntanyola,1003
8,Mura,1004
8,Navarcles,1005
8,Navàs,1006
8,"Nou de Berguedà, La",1007
8,Òdena,1008
8,Olèrdola,1009
8,Olesa de Bonesvalls,1010
8,Olesa de Montserrat,1011
8,Olivella,1012
8,Olost,1013
8,Olvan,1014
8,Orís,1015
8,Oristà,1016
8,Orpí,1017
8,Òrrius,1018
8,Pacs del Penedès,1019
8,Palafolls,1020
8,Palau-solità i Plegamans,1021
8,Pallejà,1022
8,"Palma de Cervelló, La",1023
8,"Papiol, El",1024
8,Parets del Vallès,1025
8,Perafita,1026
8,Piera,1027
8,Pineda de Mar,1028
8,"Pla del Penedès, El",1029
8,"Pobla de Claramunt, La",1030
8,"Pobla de Lillet, La",1031
8,Polinyà,1032
8,"Pont de Vilomara i Rocafort, El",1033
8,Pontons,1034
8,"Prat de Llobregat, El",1035
8,Prats de Lluçanès,1036
8,"Prats de Rei, Els",1037
8,Premià de Dalt,1038
8,Premià de Mar,1039
8,Puigdàlber,1040
8,Puig-reig,1041
8,Pujalt,1042
8,"Quar, La",1043
8,Rajadell,1044
8,Rellinars,1045
8,Ripollet,1046
8,"Roca del Vallès, La",1047
8,Roda de Ter,1048
8,Rubí,1049
8,Rubió,1050
8,Rupit i Pruit,1051
8,Sabadell,1052
8,Sagàs,1053
8,Saldes,1054
8,Sallent,1055
8,Sant Adrià de Besòs,1056
8,Sant Agustí de Lluçanès,1057
8,Sant Andreu de la Barca,1058
8,Sant Andreu de Llavaneres,1059
8,Sant Antoni de Vilamajor,1060
8,Sant Bartomeu del Grau,1061
8,Sant Boi de Llobregat,1062
8,Sant Boi de Lluçanès,1063
8,Sant Cebrià de Vallalta,1064
8,Sant Celoni,1065
8,Sant Climent de Llobregat,1066
8,Sant Cugat del Vallès,1067
8,Sant Cugat Sesgarrigues,1068
8,Sant Esteve de Palautordera,1069
8,Sant Esteve Sesrovires,1070
8,Sant Feliu de Codines,1071
8,Sant Feliu de Llobregat,1072
8,Sant Feliu Sasserra,1073
8,Sant Fost de Campsentelles,1074
8,Sant Fruitós de Bages,1075
8,Sant Hipòlit de Voltregà,1076
8,Sant Iscle de Vallalta,1077
8,Sant Jaume de Frontanyà,1078
8,Sant Joan de Vilatorrada,1079
8,Sant Joan Despí,1080
8,Sant Julià de Cerdanyola,1081
8,Sant Julià de Vilatorta,1082
8,Sant Just Desvern,1083
8,Sant Llorenç d'Hortons,1084
8,Sant Llorenç Savall,1085
8,Sant Martí d'Albars,1086
8,Sant Martí de Centelles,1087
8,Sant Martí de Tous,1088
8,Sant Martí Sarroca,1089
8,Sant Martí Sesgueioles,1090
8,Sant Mateu de Bages,1091
8,Sant Pere de Ribes,1092
8,Sant Pere de Riudebitlles,1093
8,Sant Pere de Torelló,1094
8,Sant Pere de Vilamajor,1095
8,Sant Pere Sallavinera,1096
8,Sant Pol de Mar,1097
8,Sant Quintí de Mediona,1098
8,Sant Quirze de Besora,1099
8,Sant Quirze del Vallès,1100
8,Sant Quirze Safaja,1101
8,Sant Sadurní d'Anoia,1102
8,Sant Sadurní d'Osormort,1103
8,Sant Salvador de Guardiola,1104
8,Sant Vicenç de Castellet,1105
8,Sant Vicenç de Montalt,1106
8,Sant Vicenç de Torelló,1107
8,Sant Vicenç dels Horts,1108
8,Santa Cecília de Voltregà,1109
8,Santa Coloma de Cervelló,1110
8,Santa Coloma de Gramenet,1111
8,Santa Eugènia de Berga,1112
8,Santa Eulàlia de Riuprimer,1113
8,Santa Eulàlia de Ronçana,1114
8,Santa Fe del Penedès,1115
8,Santa Margarida de Montbui,1116
8,Santa Margarida i els Monjos,1117
8,Santa Maria de Besora,1118
8,Santa Maria de Corcó,1119
8,Santa Maria de Martorelles,1120
8,Santa Maria de Merlès,1121
8,Santa Maria de Miralles,1122
8,Santa Maria de Palautordera,1123
8,Santa Maria d'Oló,1124
8,Santa Perpètua de Mogoda,1125
8,Santa Susanna,1126
8,Santpedor,1127
8,Sentmenat,1128
8,Seva,1129
8,Sitges,1130
8,Sobremunt,1131
8,Sora,1132
8,Subirats,1133
8,Súria,1134
8,Tagamanent,1135
